URI,ResourceType,Methods,Actions,Status,Manufacturer,Model,PartNumber,SerialNumber,UUID
/redfish/v1/JsonSchemas/SmcNode,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcNodeManager,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcPowerExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcProcessorsExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcSSLCert,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcSensorExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcServiceRootExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcSoftwareInventoryExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcStorageExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcSystemExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcTemperatureExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcUpdateServiceExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SmcVolumeExtensions,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/Snooping,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SoftwareInventory,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SoftwareInventoryCollection,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/Storage,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/StorageCollection,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/StorageController,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/StorageControllerCollection,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/SysLockdown,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/Syslog,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/Task,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/TaskCollection,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/TaskService,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/TelemetryService,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/Thermal,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/ThermalMetrics,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/ThermalSubsystem,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/Triggers,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/TriggersCollection,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/UpdateService,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/VirtualMedia,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/VirtualMediaCollection,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/VirtualMediaConfig,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/VolumeConfig,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/odata,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/odata-v4,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/redfish-error,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/redfish-payload-annotations,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/redfish-schema,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/JsonSchemas/redfish-schema-v1,#JsonSchemaFile.v1_0_2.JsonSchemaFile,GET,,200,,,,,
/redfish/v1/LicenseService,#LicenseService.v1_1_2.LicenseService,GET,LicenseService.Install,200,,,,,
/redfish/v1/LicenseService/Licenses,#LicenseCollection.LicenseCollection,"GET,POST",,200,,,,,
/redfish/v1/LicenseService/Licenses/SFT-DCMS-SINGLE,#License.v1_1_3.License,"GET,DELETE",,200,Supermicro,,,,
/redfish/v1/Managers,#ManagerCollection.ManagerCollection,GET,,200,,,,,
/redfish/v1/Managers/1,#Manager.v1_22_0.Manager,"GET,PATCH","Manager.Reset,Manager.ResetToDefaults",200,,AST2600,,,00000000-0000-0000-0000-7CC25590E124
/redfish/v1/Managers/1/DedicatedNetworkPorts,#PortCollection.PortCollection,GET,,200,,,,,
/redfish/v1/Managers/1/DedicatedNetworkPorts/1,#Port.v1_16_0.Port,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/EthernetInterfaces,#EthernetInterfaceCollection.EthernetInterfaceCollection,GET,,200,,,,,
/redfish/v1/Managers/1/EthernetInterfaces/1,#EthernetInterface.v1_12_2.EthernetInterface,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/EthernetInterfaces/ToHost,#EthernetInterface.v1_12_2.EthernetInterface,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/HostInterfaces,#HostInterfaceCollection.HostInterfaceCollection,GET,,200,,,,,
/redfish/v1/Managers/1/HostInterfaces/1,#HostInterface.v1_3_2.HostInterface,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/HostInterfaces/1/HostEthernetInterfaces,#EthernetInterfaceCollection.EthernetInterfaceCollection,GET,,200,,,,,
/redfish/v1/Managers/1/LicenseManager,#LicenseManager.v1_0_0.LicenseManager,GET,"LicenseManager.ActivateLicense,LicenseManager.ClearLicense",200,,,,,
/redfish/v1/Managers/1/LicenseManager/QueryLicense,#QueryLicense.v1_0_0.QueryLicense,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices,#LogServiceCollection.LogServiceCollection,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Dump,#LogService.v1_8_0.LogService,GET,"LogService.ClearLog,LogService.CollectDiagnosticData",200,,,,,
/redfish/v1/Managers/1/LogServices/Dump/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1,#LogService.v1_8_0.LogService,"GET,PATCH",LogService.ClearLog,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/1,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/10,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/11,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/12,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/13,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/14,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/15,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/16,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/17,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/2,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/3,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/4,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/5,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/6,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/7,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/8,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/LogServices/Log1/Entries/9,#LogEntry.v1_19_0.LogEntry,GET,,200,,,,,
/redfish/v1/Managers/1/NetworkProtocol,#ManagerNetworkProtocol.v1_12_0.ManagerNetworkProtocol,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/NetworkProtocol/HTTPS/Certificates,#CertificateCollection.CertificateCollection,GET,,200,,,,,
/redfish/v1/Managers/1/NetworkProtocol/HTTPS/Certificates/1,#Certificate.v1_10_0.Certificate,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/FanMode,#FanMode.v1_0_1.FanMode,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/IKVM,#IKVM.v1_0_3.IKVM,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/IPAccessControl,#IPAccessControl.v1_0_1.IPAccessControl,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/IPAccessControl/FilterRules,#FilterRuleCollection.FilterRuleCollection,"GET,POST",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/KCSInterface,#KCSInterface.v1_0_0.KCSInterface,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/LLDP,#LldpService.v1_0_0.LldpService,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NTP,#NTP.v1_0_3.NTP,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager,#NodeManager.v1_0_0.NodeManager,"GET,PATCH",NodeManager.Reset,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/,#NodeManager.v1_0_0.NodeManager,"GET,PATCH",NodeManager.Reset,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Domains,#NmDomainCollection.NmDomainCollection,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Domains/CPUSubsystem,#NmDomain.v1_4_0.Domain,"GET,PATCH",Domain.ResetStatistics,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Domains/MemorySubsystem,#NmDomain.v1_4_0.Domain,"GET,PATCH",Domain.ResetStatistics,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Policies,#NmPolicyCollection.NmPolicyCollection,"GET,POST",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Policies/CPU_PowerLimit,#NmPolicy.v1_2_0.Policy,"GET,PATCH,DELETE",NmPolicy.ResetStatistics,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/ThrottlingStatus,#NmThrottlingStatus.v1_1_0.ThrottlingStatus,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Triggers,#NmTriggerCollection.NmTriggerCollection,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Triggers/AlwaysOn,#NmTrigger.v1_0_0.NmTrigger,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Triggers/CPUUtilization,#NmTrigger.v1_0_0.NmTrigger,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Triggers/HostReset,#NmTrigger.v1_0_0.NmTrigger,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Triggers/InletTemperature,#NmTrigger.v1_0_0.NmTrigger,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/NodeManager/Triggers/SMBAlertInterrupt,#NmTrigger.v1_0_0.NmTrigger,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/RADIUS,#RADIUS.v1_0_3.RADIUS,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/SMCRAKP,#SMCRAKP.v1_0_0.SMCRAKP,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/Snooping,#Snooping.v1_0_0.Snooping,GET,,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/SysLockdown,#SysLockdown.v1_0_0.SysLockdown,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/Oem/Supermicro/Syslog,#Syslog.v1_0_1.Syslog,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/SecurityPolicy,#SecurityPolicy.v1_0_0.SecurityPolicy,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/SecurityPolicy/SPDM/RevokedCertificates,#CertificateCollection.CertificateCollection,GET,,200,,,,,
/redfish/v1/Managers/1/SecurityPolicy/SPDM/TrustedCertificates,#CertificateCollection.CertificateCollection,GET,,200,,,,,
/redfish/v1/Managers/1/SecurityPolicy/SPDM/TrustedCertificates/1,#Certificate.v1_10_0.Certificate,GET,,200,,,,7F:24:DC:34:09:C5:95:A3:2A:0B:9B:6A:D7:B7:5A:F1:EB:C7:AF:40,
/redfish/v1/Managers/1/SecurityPolicy/SPDM/TrustedCertificates/2,#Certificate.v1_10_0.Certificate,GET,,200,,,,2D:36:70:B1:CA:10:04:11:C1:FE:C0:E8:2A:06:5B:54,
/redfish/v1/Managers/1/SerialInterfaces,#SerialInterfaceCollection.SerialInterfaceCollection,GET,,200,,,,,
/redfish/v1/Managers/1/SerialInterfaces/1,#SerialInterface.v1_3_0.SerialInterface,"GET,PATCH",,200,,,,,
/redfish/v1/Managers/1/SharedNetworkPorts,#PortCollection.PortCollection,GET,,200,,,,,
/redfish/v1/Managers/1/Truststore/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Managers/1/Truststore/Certificates/,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Managers/1/VirtualMedia,#VirtualMediaCollection.VirtualMediaCollection,GET,,200,,,,,
/redfish/v1/Managers/1/VirtualMedia/VirtualMedia1,#VirtualMedia.v1_6_4.VirtualMedia,"GET,PATCH","VirtualMedia.EjectMedia,VirtualMedia.InsertMedia",200,,,,,
/redfish/v1/Managers/1/VirtualMedia/VirtualMedia2,#VirtualMedia.v1_6_4.VirtualMedia,"GET,PATCH","VirtualMedia.EjectMedia,VirtualMedia.InsertMedia",200,,,,,
/redfish/v1/Managers/1/VirtualMedia/VirtualMedia3,#VirtualMedia.v1_6_4.VirtualMedia,"GET,PATCH","VirtualMedia.EjectMedia,VirtualMedia.InsertMedia",200,,,,,
/redfish/v1/Oem/Supermicro/DumpService,#DumpService.v1_0_1.DumpService,"GET,PATCH",OemDumpService.Collect,200,,,,,
/redfish/v1/Oem/Supermicro/DumpService/Dumps,#DumpCollection.DumpCollection,GET,,200,,,,,
/redfish/v1/Oem/Supermicro/DumpService/Dumps/AttestationDump,#Dump.v1_1_0.Dump,GET,,200,,,,,
/redfish/v1/Oem/Supermicro/DumpService/Dumps/AttestationDump/,#Dump.v1_1_0.Dump,GET,,200,,,,,
/redfish/v1/Registries,#MessageRegistryFileCollection.MessageRegistryFileCollection,GET,,200,,,,,
/redfish/v1/Registries/Base,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/Registries/BiosAttributeRegistry,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/Registries/Event,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/Registries/OpenBMC,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/Registries/ResourceEvent,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/Registries/SMC,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/Registries/TaskEvent,#MessageRegistryFile.v1_1_5.MessageRegistryFile,GET,,200,,,,,
/redfish/v1/SessionService,#SessionService.v1_1_9.SessionService,"GET,PATCH",,200,,,,,
/redfish/v1/SessionService/Sessions,#SessionCollection.SessionCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems,#ComputerSystemCollection.ComputerSystemCollection,GET,,200,,,,,
/redfish/v1/Systems/1,#ComputerSystem.v1_25_0.ComputerSystem,"GET,PATCH","ComputerSystem.Decommission,ComputerSystem.Reset",200,Supermicro,Super Server,,0123456789,00000000-0000-0000-0000-7cc25591617c
/redfish/v1/Systems/1/Bios,#Bios.v1_2_3.Bios,GET,"Bios.ChangePassword,Bios.ResetBios",200,,,,,
/redfish/v1/Systems/1/Bios/SD,#Bios.v1_2_3.Bios,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/Boot/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems/1/BootOptions,#BootOptionCollection.BootOptionCollection,GET,,200,,,,,
/redfish/v1/Systems/1/BootOptions/Boot0001,#BootOption.v1_0_6.BootOption,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/BootOptions/Boot0007,#BootOption.v1_0_6.BootOption,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/BootOptions/Boot0008,#BootOption.v1_0_6.BootOption,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/BootOptions/Boot0009,#BootOption.v1_0_6.BootOption,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/BootOptions/Boot000A,#BootOption.v1_0_6.BootOption,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/BootOptions/Boot000C,#BootOption.v1_0_6.BootOption,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/EthernetInterfaces,#EthernetInterfaceCollection.EthernetInterfaceCollection,GET,,200,,,,,
/redfish/v1/Systems/1/EthernetInterfaces/1,#EthernetInterface.v1_12_2.EthernetInterface,GET,,200,,,,,
/redfish/v1/Systems/1/EthernetInterfaces/2,#EthernetInterface.v1_12_2.EthernetInterface,GET,,200,,,,,
/redfish/v1/Systems/1/EthernetInterfaces/ToManager,#EthernetInterface.v1_12_2.EthernetInterface,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/LogServices,#LogServiceCollection.LogServiceCollection,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Crashdump,#LogService.v1_8_0.LogService,GET,"LogService.ClearLog,LogService.CollectDiagnosticData",200,,,,,
/redfish/v1/Systems/1/LogServices/Crashdump/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Dump,#LogService.v1_8_0.LogService,GET,"LogService.ClearLog,LogService.CollectDiagnosticData",200,,,,,
/redfish/v1/Systems/1/LogServices/Dump/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/HostLogger,#LogService.v1_8_0.LogService,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/HostLogger/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Log1,#LogService.v1_8_0.LogService,"GET,PATCH",LogService.ClearLog,200,,,,,
/redfish/v1/Systems/1/LogServices/Log1/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Log1/Entries/1,#LogEntry.v1_19_0.LogEntry,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/LogServices/Log1/Entries/2,#LogEntry.v1_19_0.LogEntry,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/LogServices/Log1/Entries/3,#LogEntry.v1_19_0.LogEntry,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/LogServices/Log1/Entries/4,#LogEntry.v1_19_0.LogEntry,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/LogServices/Log2,#LogService.v1_7_0.LogService,GET,LogService.ClearLog,200,,,,,
/redfish/v1/Systems/1/LogServices/Log2/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Log2/Entries/1,#LogEntry.v1_17_0.LogEntry,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Log2/Entries/2,#LogEntry.v1_17_0.LogEntry,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Log2/Entries/3,#LogEntry.v1_17_0.LogEntry,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/Log2/Entries/4,#LogEntry.v1_17_0.LogEntry,GET,,200,,,,,
/redfish/v1/Systems/1/LogServices/PostCodes,#LogService.v1_8_0.LogService,GET,LogService.ClearLog,200,,,,,
/redfish/v1/Systems/1/LogServices/PostCodes/Entries,#LogEntryCollection.LogEntryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/Memory,#MemoryCollection.MemoryCollection,GET,,200,,,,,
/redfish/v1/Systems/1/Memory/1,#Memory.v1_21_0.Memory,GET,,200,SK Hynix,,HMCG94MEBRA109N,80AD0123168784F84A,
/redfish/v1/Systems/1/Memory/1/EnvironmentMetrics,#EnvironmentMetrics.v1_5_0.EnvironmentMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/Memory/1/MemoryMetrics,#MemoryMetrics.v1_7_3.MemoryMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/Memory/2,#Memory.v1_21_0.Memory,GET,,200,SK Hynix,,HMCG94MEBRA109N,80AD0123168784F830,
/redfish/v1/Systems/1/Memory/2/EnvironmentMetrics,#EnvironmentMetrics.v1_5_0.EnvironmentMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/Memory/2/MemoryMetrics,#MemoryMetrics.v1_7_3.MemoryMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/MemorySummary/MemoryMetrics,#MemoryMetrics.v1_7_3.MemoryMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/NetworkInterfaces,#NetworkInterfaceCollection.NetworkInterfaceCollection,GET,,200,,,,,
/redfish/v1/Systems/1/Oem/Supermicro/FixedBootOrder,#SmcFixedBootOrder.v1_0_0.SmcFixedBootOrder,"GET,PATCH",,200,,,,,
/redfish/v1/Systems/1/ProcessorSummary/ProcessorMetrics,#ProcessorMetrics.v1_6_4.ProcessorMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/Processors,#ProcessorCollection.ProcessorCollection,GET,,200,,,,,
/redfish/v1/Systems/1/Processors/1,#Processor.v1_20_1.Processor,GET,,200,Intel(R) Corporation,Intel(R) Xeon(R) 6787P,,,
/redfish/v1/Systems/1/Processors/1/EnvironmentMetrics,#EnvironmentMetrics.v1_5_0.EnvironmentMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/Processors/1/Ports,#PortCollection.PortCollection,GET,,200,,,,,
/redfish/v1/Systems/1/Processors/1/ProcessorMetrics,#ProcessorMetrics.v1_6_4.ProcessorMetrics,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot,#SecureBoot.v1_1_2.SecureBoot,"GET,PATCH",SecureBoot.ResetKeys,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases,#SecureBootDatabaseCollection.SecureBootDatabaseCollection,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/KEK,#SecureBootDatabase.v1_0_3.SecureBootDatabase,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/KEK/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/PK,#SecureBootDatabase.v1_0_3.SecureBootDatabase,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/PK/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/db,#SecureBootDatabase.v1_0_3.SecureBootDatabase,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/db/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/dbr,#SecureBootDatabase.v1_0_3.SecureBootDatabase,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/dbr/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/dbt,#SecureBootDatabase.v1_0_3.SecureBootDatabase,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/dbt/Certificates,#CertificateCollection.CertificateCollection,"GET,POST",,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/dbx,#SecureBootDatabase.v1_0_3.SecureBootDatabase,GET,,200,,,,,
/redfish/v1/Systems/1/SecureBoot/SecureBootDatabases/dbx/Signatures,#SignatureCollection.SignatureCollection,GET,,200,,,,,
/redfish/v1/Systems/1/Storage,#StorageCollection.StorageCollection,GET,,200,,,,,
/redfish/v1/TaskService,#TaskService.v1_2_1.TaskService,"GET,PATCH",,200,,,,,
/redfish/v1/TaskService/Tasks,#TaskCollection.TaskCollection,GET,,200,,,,,
/redfish/v1/TelemetryService,#TelemetryService.v1_4_0.TelemetryService,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions,#MetricDefinitionCollection.MetricDefinitionCollection,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions/AvgPowerConsumedDay,#MetricDefinition.v1_3_4.MetricDefinition,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions/AvgPowerConsumedHour,#MetricDefinition.v1_3_4.MetricDefinition,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions/AvgPowerConsumedWeek,#MetricDefinition.v1_3_4.MetricDefinition,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions/BroadcomCriticalEvent,#MetricDefinition.v1_3_4.MetricDefinition,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions/BroadcomFatalEvent,#MetricDefinition.v1_3_4.MetricDefinition,GET,,200,,,,,
/redfish/v1/TelemetryService/MetricDefinitions/BroadcomWarningEvent,#MetricDefinition.v1_3_4.MetricDefinition,GET,,200,,,,,
